ax,ay,az,gx,gy,gz,magnitude,whip,timestamp
-0.498,0.461,0.241,-70.679,-204.468,102.600,0.720,-3.18,1773811364885
-0.299,0.318,0.202,-116.272,-228.027,118.774,0.481,-5.71,1773811364948
-0.274,0.130,0.069,-114.502,-267.578,138.184,0.310,-7.11,1773811364978
-0.170,0.096,-0.005,-27.039,-316.833,131.592,0.196,-7.68,1773811365004
-0.067,-0.053,-0.050,10.071,-342.895,96.130,0.099,-7.64,1773811365064
0.074,-0.141,-0.198,23.010,-368.896,51.331,0.254,-4.67,1773811365095
0.329,-0.111,-0.213,39.673,-385.864,-5.798,0.407,-0.74,1773811365124
0.513,-0.219,-0.258,-0.977,-381.470,-55.786,0.615,3.05,1773811365188
0.815,-0.207,-0.219,-41.687,-358.765,-89.966,0.869,6.74,1773811365215
0.927,-0.269,-0.234,-57.739,-334.961,-111.511,0.993,8.94,1773811365244
1.342,-0.327,-0.239,-28.442,-296.143,-153.992,1.402,11.49,1773811365279
1.297,-0.529,-0.141,28.564,-255.920,-183.166,1.408,10.00,1773811365364
1.569,-0.411,-0.115,57.495,-189.941,-217.407,1.626,10.11,1773811365365
1.497,-0.745,-0.023,39.062,-119.812,-238.281,1.672,8.03,1773811365397
1.564,-0.642,-0.084,19.836,-49.011,-239.075,1.693,7.00,1773811365461
1.282,-0.679,-0.017,-27.710,15.442,-250.732,1.451,0.49,1773811365484
1.047,-0.825,-0.072,-52.002,72.021,-246.155,1.334,-0.73,1773811365515
0.904,-0.980,-0.042,-82.458,123.352,-224.121,1.334,-2.92,1773811365575
0.579,-1.176,-0.062,-133.911,172.974,-184.265,1.312,-3.60,1773811365604
0.395,-1.218,-0.073,-176.697,207.703,-134.705,1.283,-4.10,1773811365636
0.271,-1.279,-0.010,-184.021,237.549,-86.609,1.308,-1.43,1773811365696
0.239,-1.347,0.023,-193.176,263.184,-36.133,1.368,0.34,1773811365725
0.312,-1.297,0.139,-193.420,283.875,6.531,1.341,0.07,1773811365754
0.511,-1.227,0.208,-167.480,294.189,31.311,1.345,0.33,1773811365815
0.610,-1.151,0.148,-117.432,278.687,37.292,1.311,0.28,1773811365848
0.795,-1.204,0.137,-6.836,243.896,41.809,1.450,1.42,1773811365875
0.804,-1.172,0.031,49.561,212.646,42.297,1.421,0.53,1773811365938
0.849,-1.246,-0.125,45.593,190.002,38.391,1.513,1.72,1773811366025
0.802,-1.411,-0.092,39.978,168.884,-8.972,1.625,2.80,1773811366056
0.681,-1.445,-0.215,110.291,170.715,-37.903,1.612,3.00,1773811366084
0.606,-1.379,-0.378,175.354,181.946,-52.551,1.553,1.03,1773811366148
0.464,-1.343,-0.410,120.239,207.336,-54.321,1.478,0.57,1773811366176
0.402,-1.273,-0.411,104.492,225.281,-64.575,1.397,-1.16,1773811366205
0.398,-1.254,-0.445,117.310,226.257,-94.299,1.389,-2.36,1773811366265
0.267,-1.227,-0.458,164.062,208.130,-114.990,1.337,-2.75,1773811366297
0.147,-1.034,-0.353,203.186,188.354,-115.845,1.102,-4.50,1773811366327
-0.073,-0.836,-0.287,148.376,184.875,-114.014,0.887,-5.91,1773811366413
-0.230,-0.673,-0.173,163.452,173.462,-105.652,0.732,-6.65,1773811366415
-0.441,-0.393,-0.237,180.054,160.889,-94.482,0.636,-7.52,1773811366445
-0.555,-0.156,-0.199,175.598,154.114,-89.172,0.610,-7.27,1773811366523
-0.998,-0.173,-0.266,130.310,157.104,-89.844,1.048,-0.55,1773811366535
-1.141,-0.091,-0.381,114.441,161.987,-112.549,1.206,3.18,1773811366596
-1.061,-0.197,-0.323,113.220,167.297,-156.006,1.126,3.94,1773811366629
-0.946,-0.091,-0.229,142.700,182.434,-221.558,0.978,3.41,1773811366655
-0.796,0.008,-0.100,164.490,202.270,-285.645,0.802,1.92,1773811366717
-0.373,0.123,0.073,155.029,238.586,-337.341,0.399,-6.48,1773811366747
0.059,0.236,0.130,151.855,265.625,-374.817,0.276,-9.30,1773811366774
0.792,0.136,0.235,238.647,288.208,-377.930,0.837,-2.89,1773811366837
1.128,0.037,0.303,267.090,317.078,-345.276,1.169,1.91,1773811366865
1.588,-0.049,0.435,235.962,362.549,-257.629,1.647,8.45,1773811366895
1.898,-0.047,0.496,261.292,349.609,-175.354,1.962,15.63,1773811366956
2.125,-0.106,0.630,332.642,307.007,-55.359,2.219,19.44,1773811366984
2.258,-0.193,0.684,300.842,251.465,70.740,2.367,15.30,1773811367015
2.138,-0.213,0.653,280.029,162.781,177.307,2.245,10.77,1773811367077
2.129,-0.286,0.601,267.883,49.805,257.446,2.231,5.84,1773811367107
2.291,-0.378,0.562,223.999,-76.843,303.650,2.389,4.26,1773811367134
2.274,-0.365,0.686,181.152,-225.586,323.547,2.404,1.84,1773811367197
1.861,-0.540,0.712,98.938,-384.216,333.923,2.065,-3.03,1773811367225
1.418,-0.484,0.266,-34.241,-546.570,325.867,1.521,-7.24,1773811367256
0.918,-0.605,-0.332,-61.523,-746.643,296.570,1.148,-10.83,1773811367316
1.208,-1.221,-0.505,-116.150,-871.094,239.258,1.791,-5.98,1773811367348
3.071,-1.634,-0.587,-239.258,-889.770,233.704,3.528,11.24,1773811367377
3.035,-1.431,-0.424,-57.129,-858.643,145.935,3.382,13.18,1773811367434
1.574,-0.947,0.213,421.936,-865.112,-85.754,1.849,3.28,1773811367467
1.715,-0.494,0.191,200.134,-532.715,-333.679,1.795,6.46,1773811367495
1.816,-0.734,0.455,-127.136,-315.796,-311.829,2.011,2.20,1773811367556
2.263,-0.387,0.079,-101.440,-185.974,-336.731,2.298,-12.30,1773811367584
2.622,-0.517,0.003,35.339,-110.535,-362.671,2.672,-7.10,1773811367615
2.592,-0.835,-0.036,25.024,-30.212,-397.644,2.724,8.75,1773811367678
2.201,-1.123,-0.086,66.711,43.457,-369.690,2.472,6.78,1773811367704
1.982,-0.971,-0.197,49.744,108.154,-346.436,2.215,2.05,1773811367734
1.484,-1.168,-0.285,100.037,171.936,-307.678,1.910,-3.87,1773811367798
1.159,-1.184,-0.366,40.222,236.938,-253.357,1.697,-9.75,1773811367825
0.655,-1.200,-0.470,-26.672,278.259,-203.064,1.445,-12.78,1773811367854
0.328,-1.054,-0.490,-65.430,287.781,-166.931,1.207,-12.65,1773811367921
0.106,-1.042,-0.383,6.592,274.475,-124.512,1.116,-11.00,1773811367948
-0.200,-0.850,-0.415,-4.822,265.076,-71.716,0.967,-9.43,1773811367975
-0.107,-0.802,-0.307,-17.212,249.878,-31.250,0.866,-8.31,1773811368036
-0.032,-0.740,-0.176,-6.653,238.647,1.648,0.761,-6.84,1773811368065
-0.116,-0.694,-0.107,-28.931,232.483,23.804,0.712,-4.96,1773811368096
-0.062,-0.774,-0.074,-12.939,221.374,52.246,0.780,-3.36,1773811368157
-0.048,-0.831,-0.014,39.307,200.562,90.210,0.832,-1.35,1773811368184
0.223,-0.866,-0.001,97.839,177.490,128.296,0.894,0.28,1773811368216
0.362,-1.061,-0.012,124.268,152.466,169.556,1.121,3.59,1773811368280
0.515,-1.099,-0.111,117.310,145.752,193.237,1.219,5.07,1773811368304
0.817,-1.420,-0.320,62.744,148.560,204.468,1.669,8.89,1773811368396
0.860,-1.814,-0.577,80.688,169.189,123.535,2.089,12.56,1773811368424
0.746,-1.882,-0.567,73.059,194.092,71.655,2.103,12.09,1773811368484
0.610,-1.933,-0.587,62.195,219.177,25.330,2.111,9.90,1773811368516
0.413,-1.960,-0.530,103.394,221.863,-6.104,2.072,8.53,1773811368545
0.311,-1.882,-0.475,121.216,222.351,-37.048,1.966,2.97,1773811368607
0.157,-1.661,-0.421,161.743,208.435,-70.496,1.720,-3.68,1773811368635
-0.003,-1.411,-0.377,162.842,208.191,-103.577,1.460,-6.43,1773811368666
-0.036,-1.151,-0.275,174.927,203.674,-135.864,1.184,-9.27,1773811368727
-0.145,-0.873,-0.262,181.885,200.562,-146.545,0.923,-11.49,1773811368786
-0.192,-0.660,-0.204,181.274,201.782,-155.029,0.717,-12.48,1773811368787
-0.364,-0.503,-0.210,151.978,210.693,-151.855,0.655,-10.65,1773811368845
-0.405,-0.204,-0.213,120.422,215.088,-163.452,0.501,-9.59,1773811368887
-0.442,-0.134,-0.224,103.088,212.646,-191.833,0.514,-6.71,1773811368903
-0.370,-0.054,-0.127,121.277,212.158,-232.727,0.395,-5.28,1773811368966
-0.143,0.051,-0.000,141.968,228.271,-259.827,0.152,-5.65,1773811368997
-0.060,0.157,0.139,145.386,255.249,-278.992,0.218,-4.38,1773811369025
0.094,0.339,0.231,162.476,280.457,-291.687,0.421,-0.80,1773811369086
0.412,0.390,0.340,196.960,299.744,-301.270,0.662,1.48,1773811369116
0.683,0.342,0.494,216.370,327.515,-292.175,0.909,5.14,1773811369146
1.156,0.260,0.603,217.163,361.877,-267.151,1.329,11.77,1773811369205
1.458,0.099,0.619,223.511,373.901,-236.145,1.587,13.70,1773811369234
1.766,-0.103,0.599,290.100,361.999,-158.508,1.867,14.46,1773811369264
2.079,-0.341,0.556,327.515,329.895,-5.127,2.179,15.17,1773811369326
2.468,-0.485,0.526,292.236,290.283,114.624,2.569,16.60,1773811369357
2.815,-0.441,0.392,276.306,209.045,205.505,2.877,15.47,1773811369385
2.537,-0.434,0.269,294.617,44.250,282.043,2.588,10.00,1773811369448
2.419,-0.874,0.404,309.387,-196.411,370.850,2.604,7.36,1773811369474
2.477,-1.163,0.368,156.128,-432.434,447.021,2.761,5.82,1773811369504
2.506,-1.163,-0.248,-3.967,-665.527,477.661,2.774,2.04,1773811369564
1.696,-1.119,-0.751,-77.881,-896.851,458.191,2.166,-7.10,1773811369597
2.605,-1.942,-1.053,-151.611,-1035.095,418.335,3.415,8.28,1773811369624
4.000,-2.711,-0.804,-237.793,-1007.935,393.738,4.899,22.95,1773811369719
3.904,-2.166,-0.670,-55.542,-889.465,273.987,4.515,17.54,1773811369721
2.118,-0.981,0.172,590.271,-811.035,-178.101,2.341,-4.33,1773811369744
2.579,-0.614,0.182,17.151,-436.157,-315.125,2.657,4.91,1773811369807
2.366,-0.523,0.138,-278.564,-280.762,-299.744,2.427,-9.89,1773811369835
2.333,-0.812,0.025,-142.944,-226.440,-284.363,2.471,-24.28,1773811369864
2.362,-0.979,0.089,59.204,-152.832,-300.049,2.559,-19.56,1773811369925
2.035,-1.042,0.122,24.292,-63.171,-277.161,2.290,-0.51,1773811369957
1.873,-1.052,0.009,-20.447,-5.188,-251.770,2.148,-5.10,1773811369986
1.533,-1.158,-0.037,-13.977,25.513,-226.868,1.921,-5.05,1773811370049
1.174,-1.169,-0.022,72.144,58.716,-200.867,1.657,-8.14,1773811370076
1.148,-1.069,-0.067,26.184,118.103,-186.951,1.571,-9.88,1773811370106
0.893,-1.175,-0.091,-28.320,172.546,-191.589,1.478,-8.11,1773811370166
0.619,-1.345,-0.118,1.892,207.153,-177.917,1.485,-6.63,1773811370198
0.468,-1.268,-0.200,-11.047,240.417,-155.151,1.366,-5.55,1773811370224
0.243,-1.188,-0.254,-5.981,252.563,-136.841,1.239,-4.17,1773811370287
0.103,-1.050,-0.213,16.663,247.314,-125.977,1.076,-4.94,1773811370317
0.048,-0.902,-0.122,41.870,239.929,-104.980,0.912,-5.67,1773811370345
-0.040,-0.726,-0.081,27.954,236.145,-83.679,0.731,-7.54,1773811370408
0.025,-0.722,-0.031,16.296,228.088,-69.397,0.723,-6.43,1773811370434
0.034,-0.686,-0.020,23.071,207.825,-39.612,0.687,-5.52,1773811370469
0.036,-0.823,0.013,63.782,183.594,-0.244,0.823,-2.53,1773811370525
0.219,-0.838,-0.000,106.384,163.330,37.476,0.867,-0.45,1773811370554
0.392,-0.841,-0.007,130.432,139.221,80.688,0.928,1.97,1773811370588
0.604,-0.869,-0.071,130.798,116.760,131.348,1.061,3.37,1773811370645
0.745,-1.060,-0.190,94.971,105.408,163.269,1.309,6.22,1773811370675
0.817,-1.105,-0.262,63.965,86.914,208.130,1.399,5.75,1773811370707
1.386,-1.140,-0.346,32.837,62.500,246.033,1.827,9.61,1773811370797
1.213,-1.631,-0.336,123.413,98.267,177.979,2.060,11.32,1773811370854
1.091,-1.968,-0.529,79.956,141.846,158.997,2.311,12.51,1773811370887
0.943,-1.954,-0.549,-2.502,196.472,130.798,2.238,9.29,1773811370915
0.789,-1.947,-0.550,32.104,218.689,93.506,2.172,7.73,1773811370976
0.640,-1.799,-0.505,97.534,221.313,49.255,1.975,1.48,1773811371006
0.413,-1.585,-0.439,129.761,216.980,17.700,1.696,-3.64,1773811371035
0.258,-1.424,-0.423,109.436,235.107,-20.569,1.508,-8.03,1773811371096
0.080,-1.175,-0.478,100.525,246.216,-39.246,1.271,-9.67,1773811371126
0.019,-0.875,-0.431,107.788,263.611,-80.383,0.976,-11.96,1773811371154
-0.082,-0.629,-0.454,84.351,283.752,-113.770,0.780,-11.95,1773811371216
-0.177,-0.471,-0.403,104.431,289.917,-143.555,0.644,-10.52,1773811371244
-0.239,-0.302,-0.336,98.083,296.448,-163.025,0.511,-9.97,1773811371284
-0.170,-0.107,-0.206,51.208,308.838,-196.655,0.288,-9.83,1773811371337
-0.226,0.020,-0.139,24.902,309.326,-243.896,0.266,-7.10,1773811371365
-0.143,0.128,-0.066,54.443,293.823,-285.339,0.203,-5.77,1773811371394
-0.053,0.213,0.042,108.948,282.532,-310.974,0.223,-4.21,1773811371457
0.176,0.260,0.152,162.720,290.894,-320.557,0.349,-1.62,1773811371487
0.542,0.234,0.200,190.369,310.242,-321.899,0.623,3.35,1773811371516
0.932,0.178,0.334,213.013,342.285,-310.425,1.006,7.40,1773811371575
1.233,-0.011,0.407,241.943,377.808,-277.344,1.298,10.95,1773811371606
1.691,0.018,0.344,229.858,410.400,-231.750,1.726,15.03,1773811371635
2.068,-0.253,0.357,318.237,403.320,-160.828,2.113,17.64,1773811371697
2.360,-0.287,0.362,382.019,379.395,-81.482,2.405,17.82,1773811371725
2.841,-0.531,0.323,390.503,294.189,72.876,2.908,19.02,1773811371754
3.045,-0.612,0.251,404.358,161.194,186.584,3.116,18.18,1773811371817
2.800,-0.753,0.159,416.748,-36.499,280.640,2.903,11.77,1773811371844
2.632,-1.204,0.307,383.301,-274.292,355.591,2.910,7.97,1773811371875
2.522,-1.296,0.295,205.139,-504.578,413.025,2.851,4.46,1773811371968
2.054,-1.256,-0.104,0.549,-707.519,450.500,2.410,-4.98,1773811371970
1.547,-1.184,-0.659,-132.141,-863.953,468.323,2.056,-10.60,1773811371995
2.209,-1.468,-1.164,-166.626,-964.477,463.074,2.896,-0.07,1773811372057
4.000,-2.682,-0.836,-221.252,-935.852,455.933,4.888,19.78,1773811372086
3.952,-2.094,-0.640,-238.464,-796.570,422.607,4.518,16.67,1773811372117
2.060,-1.335,-0.199,609.802,-905.884,85.632,2.463,0.53,1773811372174
2.530,-0.135,0.232,215.698,-630.859,-241.333,2.544,4.88,1773811372204
2.370,-0.602,0.069,-412.476,-376.282,-222.656,2.446,-4.50,1773811372234
2.056,-0.589,-0.231,-183.899,-327.148,-187.744,2.152,-27.36,1773811372294
2.300,-0.716,0.090,80.994,-248.413,-215.149,2.411,-21.08,1773811372326
1.895,-0.907,0.230,-50.171,-106.201,-196.838,2.113,-3.49,1773811372355
1.771,-0.844,0.105,-86.304,-21.729,-160.645,1.964,-5.80,1773811372421
1.547,-0.943,0.127,-41.504,-2.686,-149.475,1.816,-6.30,1773811372447
1.308,-0.826,0.055,-11.230,30.396,-123.535,1.548,-6.03,1773811372474
1.168,-0.905,0.148,-39.246,53.528,-107.483,1.485,-9.26,1773811372537
0.918,-0.897,0.142,-30.762,69.946,-95.642,1.291,-8.22,1773811372567
0.857,-0.971,0.128,5.981,86.609,-77.637,1.301,-6.63,1773811372626
0.753,-0.922,0.101,24.475,97.900,-66.467,1.195,-6.21,1773811372655
0.719,-0.983,0.080,38.147,104.431,-66.345,1.221,-3.27,1773811372685
0.569,-0.982,0.045,21.179,112.732,-64.941,1.136,-3.49,1773811372714
0.516,-1.023,-0.016,29.236,110.657,-70.618,1.146,-1.45,1773811372774
0.434,-1.074,-0.070,62.073,99.915,-70.557,1.160,-1.41,1773811372806
0.400,-1.068,-0.103,54.443,91.919,-75.195,1.145,-0.50,1773811372834
0.271,-1.054,-0.140,26.917,80.688,-81.787,1.097,-1.24,1773811372896
0.241,-1.123,-0.093,1.587,71.533,-90.332,1.153,0.17,1773811372924
0.123,-1.115,-0.132,7.812,59.082,-88.562,1.129,-0.17,1773811372954
0.075,-1.029,-0.115,17.456,46.631,-86.365,1.038,-1.22,1773811373018
0.029,-1.043,-0.148,15.686,37.720,-84.290,1.054,-0.91,1773811373045
-0.038,-0.937,-0.187,23.193,21.729,-79.895,0.956,-1.41,1773811373077
-0.087,-0.908,-0.198,73.975,1.404,-75.134,0.934,-2.19,1773811373136
-0.047,-0.878,-0.243,96.985,-9.033,-70.190,0.912,-2.17,1773811373164
-0.198,-0.790,-0.285,86.487,-16.907,-64.819,0.863,-1.75,1773811373194
-0.136,-0.747,-0.330,71.655,-16.296,-60.608,0.828,-2.26,1773811373258
-0.300,-0.701,-0.340,53.955,-17.700,-57.800,0.835,-1.21,1773811373286
-0.305,-0.769,-0.423,37.231,-22.644,-46.936,0.929,-0.05,1773811373315
-0.439,-0.771,-0.454,32.837,-34.302,-33.691,0.996,0.85,1773811373379
-0.376,-0.764,-0.468,45.959,-41.809,-27.466,0.972,1.09,1773811373404
-0.400,-0.763,-0.521,44.373,-46.692,-20.874,1.007,1.79,1773811373435
-0.368,-0.764,-0.534,65.979,-51.086,-11.475,1.002,1.67,1773811373494
-0.321,-0.675,-0.562,41.443,-44.189,-10.742,0.935,0.06,1773811373525
-0.313,-0.673,-0.585,24.963,-37.720,-11.780,0.945,-0.52,1773811373555
-0.272,-0.674,-0.579,48.584,-30.579,-15.442,0.930,-0.42,1773811373619
-0.298,-0.644,-0.651,50.964,-24.780,-13.306,0.963,-0.44,1773811373645
-0.277,-0.654,-0.740,37.476,-22.949,-4.089,1.026,0.24,1773811373674
-0.167,-0.649,-0.750,46.143,-28.625,7.263,1.006,0.71,1773811373736
-0.100,-0.578,-0.745,43.396,-26.550,14.526,0.948,0.03,1773811373764
-0.071,-0.571,-0.855,17.273,-20.752,20.508,1.031,1.02,1773811373794
0.005,-0.569,-0.893,7.812,-20.325,29.175,1.059,0.96,1773811373856
0.044,-0.483,-0.913,3.113,-18.311,27.222,1.034,0.08,1773811373886
0.028,-0.521,-0.892,26.978,-18.738,21.057,1.033,0.27,1773811373914
0.034,-0.479,-0.863,53.223,-16.235,15.076,0.988,0.40,1773811373978
0.014,-0.463,-0.855,46.570,-8.911,12.207,0.972,-0.59,1773811374007
0.022,-0.450,-0.863,27.283,0.183,8.911,0.974,-0.85,1773811374035
-0.049,-0.451,-0.874,28.320,1.526,8.545,0.985,-0.49,1773811374096
-0.054,-0.448,-0.875,33.508,-0.549,5.737,0.985,-0.48,1773811374125
-0.083,-0.431,-0.865,43.091,-5.859,0.916,0.970,-0.17,1773811374154
-0.087,-0.424,-0.844,46.448,-12.512,-9.033,0.948,-0.24,1773811374217
-0.087,-0.404,-0.831,55.542,-19.653,-17.822,0.928,-0.46,1773811374250
-0.117,-0.367,-0.820,49.133,-20.630,-30.029,0.906,-0.79,1773811374275
-0.113,-0.342,-0.831,45.349,-22.583,-41.260,0.906,-0.79,1773811374335
-0.143,-0.312,-0.823,44.067,-20.569,-52.185,0.892,-0.79,1773811374365
-0.131,-0.335,-0.892,39.612,-24.109,-57.556,0.961,0.13,1773811374395
-0.113,-0.283,-0.863,40.955,-21.973,-62.073,0.915,-0.12,1773811374453
-0.070,-0.290,-0.892,23.254,-15.320,-64.148,0.941,0.35,1773811374484
0.014,-0.290,-0.987,9.705,-13.245,-64.392,1.029,1.23,1773811374543
0.117,-0.353,-0.992,37.292,-23.682,-60.425,1.059,1.67,1773811374574
0.172,-0.289,-1.039,45.654,-24.536,-58.289,1.092,1.31,1773811374606
0.134,-0.266,-0.985,41.931,-26.855,-53.772,1.029,1.14,1773811374638
0.168,-0.228,-0.963,30.212,-18.738,-46.753,1.004,0.63,1773811374694
0.231,-0.206,-0.938,23.132,-13.977,-42.297,0.988,-0.41,1773811374727
0.270,-0.218,-1.003,18.250,-9.644,-36.499,1.061,0.02,1773811374756
0.313,-0.210,-0.969,30.029,-9.521,-30.029,1.040,-0.52,1773811374816
0.314,-0.174,-0.989,35.522,-9.155,-27.832,1.052,0.23,1773811374844
0.301,-0.137,-0.953,40.771,-10.254,-22.766,1.009,0.05,1773811374876
0.278,-0.077,-0.985,19.714,-12.756,-21.423,1.027,0.39,1773811374935
0.250,-0.059,-0.934,16.663,-22.644,-21.606,0.969,-0.92,1773811374966
0.254,-0.042,-0.921,19.226,-32.227,-21.057,0.956,-0.83,1773811374994
0.434,0.052,-1.121,124.878,-35.217,-3.662,1.203,1.51,1773811375058
0.262,0.331,-1.140,134.827,-2.197,-0.427,1.215,2.06,1773811375085
0.111,0.144,-0.950,-39.917,22.278,2.686,0.967,-0.59,1773811375114
0.140,0.107,-1.065,-25.452,16.113,2.869,1.080,1.11,1773811375174
0.135,0.168,-0.998,28.748,8.667,2.075,1.021,0.65,1773811375207
