ax,ay,az,gx,gy,gz,magnitude,whip,timestamp
0.111,0.098,-0.887,-3.357,16.052,3.052,0.899,-3.04,1773811375238
0.107,0.111,-0.781,3.235,23.865,5.798,0.797,-4.19,1773811375297
0.094,0.190,-1.192,10.010,27.039,7.080,1.210,2.43,1773811375324
0.034,0.299,-1.217,6.653,7.202,1.648,1.253,1.74,1773811375353
0.059,0.093,-0.916,-7.751,2.502,-0.793,0.923,-0.99,1773811375416
0.073,0.153,-0.961,1.099,0.366,0.427,0.975,0.76,1773811375444
0.054,0.165,-0.991,5.798,2.380,1.526,1.006,2.10,1773811375475
0.058,0.186,-1.008,2.136,1.160,0.305,1.027,-1.83,1773811375539
0.055,0.169,-0.991,-1.282,-0.732,-0.549,1.007,-2.46,1773811375564
0.062,0.157,-0.970,-1.282,0.000,-0.366,0.985,0.62,1773811375594
0.057,0.161,-0.984,1.221,0.122,0.000,0.998,0.23,1773811375658
0.057,0.170,-0.987,-0.671,-0.061,-0.305,1.003,-0.03,1773811375685
0.058,0.159,-0.979,0.000,-0.183,-0.244,0.994,-0.33,1773811375715
0.059,0.165,-0.981,0.061,0.000,-0.183,0.997,-0.11,1773811375775
0.058,0.166,-0.985,0.000,-0.183,-0.305,1.000,0.15,1773811375806
0.057,0.162,-0.979,-0.366,-0.061,-0.244,0.994,-0.04,1773811375835
0.057,0.165,-0.983,0.061,-0.061,-0.305,0.999,-0.04,1773811375895
0.058,0.163,-0.983,-0.183,-0.183,-0.244,0.998,0.04,1773811375924
0.058,0.164,-0.979,0.122,-0.183,-0.183,0.995,-0.02,1773811375954
0.057,0.163,-0.982,-0.305,-0.122,-0.305,0.997,-0.04,1773811376015
0.058,0.164,-0.981,0.000,-0.122,-0.183,0.997,0.02,1773811376044
0.058,0.165,-0.982,-0.183,-0.061,-0.305,0.997,-0.02,1773811376074
0.057,0.164,-0.981,-0.061,-0.061,-0.244,0.997,-0.01,1773811376137
0.057,0.164,-0.982,-0.122,-0.122,-0.305,0.997,0.02,1773811376163
0.058,0.164,-0.981,-0.061,-0.183,-0.244,0.997,-0.00,1773811376194
0.058,0.164,-0.982,-0.183,-0.122,-0.244,0.997,0.01,1773811376257
0.058,0.165,-0.982,-0.061,-0.122,-0.244,0.997,-0.00,1773811376284
0.058,0.164,-0.982,-0.122,-0.183,-0.244,0.998,0.01,1773811376313
0.058,0.165,-0.982,-0.122,-0.061,-0.244,0.997,-0.00,1773811376378
0.057,0.165,-0.983,-0.061,-0.122,-0.183,0.998,0.01,1773811376407
0.057,0.164,-0.980,-0.122,-0.122,-0.305,0.995,-0.02,1773811376434
0.057,0.164,-0.982,-0.122,-0.122,-0.122,0.997,-0.00,1773811376525
0.057,0.163,-0.982,-0.122,-0.061,-0.366,0.997,-0.00,1773811376526
0.058,0.163,-0.983,-0.122,-0.122,-0.244,0.998,0.01,1773811376554
0.057,0.164,-0.982,-0.061,-0.183,-0.244,0.997,-0.01,1773811376621
0.058,0.164,-0.981,-0.122,-0.183,-0.244,0.997,0.01,1773811376646
0.057,0.164,-0.982,-0.122,-0.183,-0.305,0.997,0.00,1773811376676
0.058,0.163,-0.982,-0.183,-0.183,-0.183,0.997,0.00,1773811376734
0.057,0.163,-0.982,-0.183,-0.122,-0.244,0.997,-0.00,1773811376765
0.057,0.164,-0.981,-0.061,-0.183,-0.183,0.997,-0.00,1773811376795
0.058,0.164,-0.983,-0.061,-0.183,-0.244,0.998,0.01,1773811376855
0.057,0.164,-0.982,-0.061,-0.122,-0.244,0.997,-0.00,1773811376886
0.058,0.164,-0.982,-0.122,-0.244,-0.244,0.998,0.00,1773811376914
0.057,0.164,-0.982,-0.061,-0.183,-0.244,0.997,-0.00,1773811376975
0.057,0.164,-0.982,-0.122,-0.183,-0.244,0.997,0.00,1773811377004
0.058,0.163,-0.982,-0.122,-0.122,-0.244,0.998,-0.00,1773811377033
0.058,0.163,-0.982,-0.061,-0.122,-0.244,0.997,0.00,1773811377098
0.056,0.164,-0.982,-0.061,-0.183,-0.244,0.997,-0.00,1773811377125
0.057,0.164,-0.982,-0.122,-0.183,-0.244,0.997,-0.00,1773811377155
0.057,0.164,-0.982,-0.122,-0.122,-0.244,0.997,0.00,1773811377213
0.056,0.164,-0.982,-0.122,-0.122,-0.305,0.997,-0.00,1773811377246
0.058,0.164,-0.982,-0.122,-0.122,-0.244,0.997,-0.00,1773811377273
0.057,0.164,-0.981,-0.061,-0.183,-0.305,0.996,-0.01,1773811377339
0.057,0.164,-0.981,-0.061,-0.061,-0.244,0.997,-0.00,1773811377365
0.056,0.164,-0.981,-0.061,-0.122,-0.244,0.996,-0.01,1773811377393
0.057,0.165,-0.982,-0.122,-0.122,-0.244,0.998,0.00,1773811377453
0.057,0.163,-0.981,-0.061,-0.122,-0.305,0.997,-0.01,1773811377483
0.058,0.164,-0.982,-0.183,-0.122,-0.244,0.997,0.01,1773811377514
0.057,0.164,-0.983,-0.122,-0.122,-0.244,0.998,0.02,1773811377578
0.057,0.163,-0.982,-0.183,-0.183,-0.305,0.997,0.00,1773811377609
0.057,0.164,-0.982,-0.122,-0.122,-0.244,0.998,-0.00,1773811377635
0.057,0.163,-0.983,-0.061,-0.183,-0.244,0.998,0.01,1773811377696
0.057,0.164,-0.982,-0.122,-0.122,-0.305,0.997,-0.00,1773811377723
0.058,0.163,-0.982,-0.122,-0.244,-0.183,0.998,-0.01,1773811377753
0.057,0.163,-0.982,-0.061,-0.183,-0.244,0.997,0.00,1773811377815
0.056,0.163,-0.982,-0.183,-0.244,-0.183,0.997,-0.01,1773811377844
0.057,0.163,-0.983,-0.183,-0.122,-0.244,0.998,0.00,1773811377875
0.057,0.164,-0.982,-0.122,-0.122,-0.305,0.997,-0.00,1773811377941
0.057,0.164,-0.982,-0.061,-0.122,-0.244,0.998,0.00,1773811377966
0.057,0.164,-0.981,-0.061,-0.244,-0.183,0.996,-0.01,1773811377993
0.057,0.164,-0.983,-0.061,-0.244,-0.305,0.998,0.01,1773811378056
0.057,0.164,-0.981,-0.061,-0.122,-0.244,0.996,-0.02,1773811378084
0.057,0.164,-0.982,-0.122,-0.183,-0.305,0.997,0.00,1773811378114
0.057,0.163,-0.982,-0.061,-0.183,-0.305,0.997,-0.01,1773811378175
0.057,0.165,-0.982,-0.122,-0.183,-0.244,0.997,0.01,1773811378203
0.057,0.164,-0.983,-0.122,-0.122,-0.244,0.998,0.00,1773811378233
0.057,0.164,-0.983,-0.061,-0.244,-0.244,0.999,0.03,1773811378294
0.057,0.163,-0.982,-0.122,-0.183,-0.305,0.998,0.00,1773811378325
0.057,0.163,-0.982,-0.122,-0.122,-0.305,0.997,0.00,1773811378354
0.058,0.166,-0.982,-0.122,-0.122,-0.244,0.997,0.00,1773811378415
0.057,0.165,-0.982,-0.061,-0.183,-0.305,0.997,-0.01,1773811378443
0.057,0.164,-0.983,-0.122,-0.061,-0.305,0.998,-0.01,1773811378473
0.057,0.165,-0.981,-0.122,-0.183,-0.244,0.997,-0.01,1773811378540
0.057,0.164,-0.982,0.000,-0.183,-0.183,0.997,-0.00,1773811378565
0.058,0.164,-0.982,-0.122,-0.122,-0.366,0.998,0.00,1773811378594
0.057,0.163,-0.981,-0.122,-0.183,-0.183,0.996,-0.01,1773811378654
0.057,0.164,-0.982,-0.122,-0.183,-0.244,0.998,-0.00,1773811378683
0.057,0.165,-0.982,-0.122,-0.183,-0.305,0.997,0.01,1773811378715
0.057,0.163,-0.982,-0.183,-0.122,-0.183,0.997,0.00,1773811378775
0.057,0.163,-0.983,-0.122,-0.183,-0.244,0.998,0.00,1773811378805
0.058,0.164,-0.983,-0.061,-0.122,-0.244,0.998,0.02,1773811378838
0.056,0.165,-0.981,-0.061,-0.061,-0.305,0.996,-0.01,1773811378895
0.057,0.163,-0.982,-0.122,-0.183,-0.244,0.997,-0.01,1773811378924
0.056,0.165,-0.981,-0.122,-0.244,-0.305,0.996,-0.01,1773811378953
0.057,0.164,-0.982,-0.183,-0.122,-0.305,0.997,-0.01,1773811379018
0.056,0.163,-0.982,-0.122,-0.183,-0.244,0.997,-0.01,1773811379046
0.058,0.165,-0.981,-0.122,-0.183,-0.244,0.997,0.00,1773811379075
0.057,0.164,-0.983,-0.122,-0.183,-0.305,0.998,0.01,1773811379135
0.056,0.165,-0.982,-0.122,-0.122,-0.244,0.997,0.01,1773811379163
0.057,0.164,-0.983,-0.122,-0.122,-0.244,0.998,0.00,1773811379193
0.057,0.165,-0.982,-0.061,-0.122,-0.305,0.997,-0.00,1773811379257
0.057,0.162,-0.982,-0.183,-0.061,-0.183,0.997,0.00,1773811379291
0.057,0.165,-0.981,-0.061,-0.183,-0.305,0.997,-0.01,1773811379314
0.056,0.163,-0.982,-0.244,-0.122,-0.305,0.997,0.00,1773811379375
0.057,0.165,-0.980,-0.122,-0.183,-0.183,0.995,-0.03,1773811379404
0.057,0.165,-0.983,-0.122,-0.183,-0.244,0.998,0.01,1773811379435
0.058,0.164,-0.981,-0.122,-0.061,-0.244,0.996,-0.01,1773811379495
0.056,0.165,-0.982,-0.122,-0.183,-0.244,0.997,0.00,1773811379526
0.057,0.163,-0.982,-0.061,-0.122,-0.183,0.997,-0.00,1773811379554
0.057,0.163,-0.982,0.000,-0.122,-0.244,0.997,0.02,1773811379616
0.056,0.165,-0.982,-0.122,-0.183,-0.305,0.998,-0.00,1773811379643
0.058,0.164,-0.983,-0.122,-0.122,-0.183,0.998,0.02,1773811379677
0.057,0.163,-0.982,-0.061,-0.122,-0.305,0.997,-0.00,1773811379737
0.056,0.164,-0.980,-0.183,-0.183,-0.244,0.995,-0.02,1773811379770
0.056,0.163,-0.981,-0.122,-0.183,-0.183,0.996,-0.01,1773811379794
0.057,0.163,-0.981,-0.122,-0.183,-0.244,0.996,-0.02,1773811379854
0.056,0.164,-0.983,-0.122,-0.183,-0.244,0.998,0.00,1773811379883
0.057,0.164,-0.982,0.000,-0.183,-0.183,0.997,0.00,1773811379914
0.057,0.164,-0.982,-0.183,-0.122,-0.244,0.997,0.02,1773811379976
0.057,0.165,-0.982,-0.061,-0.183,-0.244,0.998,0.01,1773811380010
0.057,0.164,-0.982,-0.122,-0.183,-0.305,0.997,0.01,1773811380034
0.057,0.164,-0.982,-0.122,-0.183,-0.244,0.997,-0.01,1773811380094
0.058,0.164,-0.982,-0.122,-0.122,-0.244,0.998,0.00,1773811380123
0.057,0.163,-0.981,0.000,-0.122,-0.244,0.997,-0.00,1773811380156
0.057,0.164,-0.982,-0.122,-0.122,-0.305,0.997,-0.01,1773811380217
0.057,0.164,-0.982,-0.061,-0.183,-0.244,0.997,0.00,1773811380247
0.058,0.165,-0.982,-0.122,-0.183,-0.244,0.998,0.01,1773811380274
0.056,0.163,-0.982,-0.061,-0.183,-0.244,0.997,-0.01,1773811380336
0.057,0.164,-0.981,-0.122,-0.061,-0.244,0.996,-0.00,1773811380366
0.057,0.164,-0.981,-0.183,-0.244,-0.244,0.996,-0.00,1773811380394
0.057,0.164,-0.982,-0.183,-0.183,-0.244,0.997,0.00,1773811380459
0.057,0.164,-0.981,-0.061,-0.183,-0.244,0.996,-0.02,1773811380484
0.057,0.166,-0.981,-0.122,-0.122,-0.244,0.997,-0.00,1773811380515
0.058,0.164,-0.982,-0.061,-0.183,-0.183,0.997,0.01,1773811380577
0.057,0.164,-0.982,-0.122,-0.183,-0.244,0.997,0.01,1773811380605
0.057,0.164,-0.982,-0.122,-0.183,-0.244,0.997,-0.01,1773811380634
0.056,0.166,-0.982,-0.122,-0.122,-0.244,0.998,0.02,1773811380696
0.057,0.164,-0.981,-0.122,-0.244,-0.183,0.997,-0.00,1773811380726
0.057,0.164,-0.981,-0.061,-0.183,-0.305,0.997,-0.01,1773811380754
0.057,0.164,-0.981,-0.122,-0.183,-0.244,0.996,-0.01,1773811380814
0.058,0.164,-0.980,-0.061,-0.122,-0.244,0.996,-0.01,1773811380847
0.056,0.165,-0.982,-0.061,-0.122,-0.183,0.997,-0.01,1773811380875
0.057,0.164,-0.984,-0.122,-0.122,-0.244,0.999,0.02,1773811380944
0.056,0.163,-0.982,-0.061,-0.122,-0.305,0.997,0.00,1773811380964
0.058,0.164,-0.983,-0.061,-0.183,-0.244,0.998,0.02,1773811380995
0.057,0.164,-0.981,-0.183,-0.122,-0.244,0.996,0.00,1773811381057
0.056,0.164,-0.982,-0.122,-0.061,-0.183,0.998,0.01,1773811381084
0.057,0.163,-0.982,-0.122,-0.061,-0.244,0.997,-0.02,1773811381114
0.057,0.164,-0.982,0.000,-0.244,-0.244,0.997,-0.00,1773811381176
0.057,0.163,-0.981,-0.122,-0.183,-0.244,0.996,-0.02,1773811381204
0.056,0.164,-0.982,-0.122,-0.122,-0.305,0.998,0.01,1773811381235
0.058,0.164,-0.982,-0.122,-0.183,-0.183,0.997,-0.00,1773811381297
0.057,0.164,-0.981,-0.122,-0.122,-0.183,0.997,-0.00,1773811381325
0.057,0.164,-0.982,-0.183,-0.183,-0.244,0.997,0.00,1773811381355
0.056,0.163,-0.982,-0.061,-0.183,-0.244,0.997,0.00,1773811381420
0.058,0.165,-0.982,-0.122,-0.122,-0.244,0.997,-0.00,1773811381447
0.057,0.163,-0.982,-0.122,-0.122,-0.305,0.997,-0.00,1773811381475
0.057,0.164,-0.981,-0.061,-0.183,-0.305,0.997,0.00,1773811381535
0.057,0.164,-0.982,-0.122,-0.183,-0.183,0.997,0.00,1773811381565
0.057,0.164,-0.981,0.000,-0.183,-0.244,0.997,0.00,1773811381595
0.056,0.163,-0.982,-0.183,-0.061,-0.305,0.997,-0.00,1773811381655
0.057,0.165,-0.981,-0.122,-0.183,-0.183,0.997,-0.00,1773811381688
0.056,0.163,-0.982,-0.061,-0.061,-0.244,0.997,0.00,1773811381714
0.056,0.164,-0.981,-0.122,-0.183,-0.244,0.996,-0.01,1773811381779
0.056,0.163,-0.980,-0.122,-0.122,-0.305,0.995,-0.01,1773811381804
0.056,0.165,-0.982,-0.061,-0.122,-0.244,0.998,0.00,1773811381836
0.057,0.164,-0.983,-0.122,-0.183,-0.305,0.999,0.02,1773811381897
0.057,0.162,-0.982,-0.122,-0.061,-0.305,0.997,-0.00,1773811381926
0.057,0.165,-0.982,-0.061,-0.183,-0.305,0.997,0.01,1773811381957
0.057,0.165,-0.982,-0.061,-0.122,-0.305,0.997,0.02,1773811382018
0.057,0.164,-0.982,-0.061,-0.122,-0.244,0.997,-0.01,1773811382044
0.057,0.164,-0.982,-0.122,-0.183,-0.183,0.997,-0.02,1773811382076
0.058,0.163,-0.983,-0.061,-0.183,-0.244,0.998,0.01,1773811382134
0.057,0.163,-0.982,-0.122,-0.122,-0.244,0.997,0.00,1773811382166
0.057,0.164,-0.980,-0.122,-0.183,-0.305,0.995,-0.02,1773811382194
0.057,0.164,-0.982,-0.122,-0.183,-0.183,0.997,0.00,1773811382255
0.057,0.163,-0.983,0.000,-0.183,-0.305,0.998,0.01,1773811382285
0.057,0.163,-0.981,-0.061,-0.183,-0.244,0.996,-0.01,1773811382315
0.057,0.164,-0.981,-0.122,-0.183,-0.244,0.996,-0.01,1773811382377
0.056,0.163,-0.982,0.000,-0.183,-0.244,0.997,0.02,1773811382404
0.057,0.165,-0.981,-0.122,-0.122,-0.244,0.997,-0.01,1773811382434
0.058,0.163,-0.982,-0.061,-0.122,-0.244,0.997,-0.01,1773811382495
0.056,0.164,-0.981,0.000,-0.244,-0.244,0.997,0.00,1773811382525
0.056,0.165,-0.983,-0.061,-0.061,-0.244,0.998,0.02,1773811382555
0.057,0.164,-0.982,-0.061,-0.061,-0.244,0.998,0.00,1773811382617
0.056,0.164,-0.982,-0.061,-0.244,-0.244,0.997,-0.00,1773811382644
0.057,0.165,-0.982,-0.122,-0.183,-0.244,0.997,0.01,1773811382677
0.056,0.165,-0.983,-0.061,-0.183,-0.183,0.999,0.02,1773811382736
0.056,0.164,-0.983,-0.061,-0.061,-0.244,0.998,-0.01,1773811382766
0.058,0.164,-0.982,-0.122,-0.122,-0.244,0.998,0.00,1773811382794
0.056,0.164,-0.983,0.000,-0.183,-0.244,0.998,0.01,1773811382860
0.057,0.165,-0.982,-0.061,-0.183,-0.244,0.997,-0.00,1773811382884
0.057,0.164,-0.982,-0.061,-0.122,-0.305,0.998,-0.01,1773811382915
0.057,0.165,-0.981,-0.122,-0.061,-0.244,0.997,-0.01,1773811382978
0.058,0.164,-0.981,-0.061,-0.122,-0.305,0.997,-0.01,1773811383005
0.057,0.164,-0.981,-0.122,-0.122,-0.244,0.996,-0.02,1773811383036
0.056,0.164,-0.981,-0.061,-0.122,-0.244,0.997,-0.00,1773811383096
0.056,0.164,-0.982,-0.122,-0.122,-0.244,0.997,-0.00,1773811383126
0.056,0.164,-0.983,-0.122,-0.183,-0.244,0.998,0.01,1773811383154
0.057,0.165,-0.981,-0.061,-0.183,-0.244,0.997,0.00,1773811383218
0.057,0.165,-0.982,0.000,-0.122,-0.244,0.997,0.01,1773811383244
0.057,0.164,-0.981,-0.122,-0.183,-0.305,0.997,-0.00,1773811383276
0.057,0.163,-0.981,-0.122,-0.183,-0.244,0.996,-0.01,1773811383334
0.058,0.164,-0.982,-0.122,-0.183,-0.183,0.998,-0.00,1773811383364
0.056,0.163,-0.982,-0.061,-0.122,-0.244,0.997,0.01,1773811383395
0.057,0.164,-0.982,-0.061,-0.183,-0.305,0.998,0.00,1773811383455
0.057,0.164,-0.981,-0.061,-0.122,-0.244,0.996,-0.01,1773811383484
0.056,0.164,-0.983,-0.061,-0.183,-0.244,0.998,0.02,1773811383515
0.056,0.164,-0.982,-0.061,-0.183,-0.305,0.997,-0.01,1773811383578
0.056,0.164,-0.982,-0.183,-0.244,-0.244,0.997,-0.01,1773811383605
0.057,0.164,-0.983,-0.122,-0.122,-0.244,0.998,0.01,1773811383633
0.057,0.164,-0.982,-0.122,-0.183,-0.244,0.998,0.02,1773811383697
0.057,0.164,-0.982,-0.122,-0.183,-0.305,0.997,-0.00,1773811383727
0.056,0.164,-0.982,-0.122,-0.183,-0.244,0.997,0.00,1773811383755
0.056,0.163,-0.981,-0.183,-0.061,-0.183,0.996,-0.01,1773811383815
0.056,0.164,-0.982,-0.061,-0.122,-0.244,0.998,-0.01,1773811383843
0.057,0.164,-0.982,-0.061,-0.122,-0.244,0.997,-0.01,1773811383873
0.057,0.164,-0.982,-0.244,-0.122,-0.366,0.997,-0.00,1773811383937
0.057,0.165,-0.981,-0.122,-0.183,-0.305,0.997,-0.00,1773811383964
0.057,0.164,-0.982,-0.122,-0.183,-0.244,0.997,0.01,1773811383995
0.058,0.164,-0.982,-0.122,-0.122,-0.305,0.997,-0.00,1773811384056
0.057,0.165,-0.982,-0.122,-0.122,-0.183,0.998,0.01,1773811384084
0.057,0.163,-0.981,-0.122,-0.244,-0.244,0.996,-0.01,1773811384115
0.057,0.163,-0.982,-0.183,-0.183,-0.244,0.997,-0.00,1773811384175
0.057,0.164,-0.981,-0.061,-0.183,-0.244,0.997,-0.00,1773811384204
0.056,0.164,-0.983,-0.122,-0.061,-0.305,0.998,0.00,1773811384235
0.056,0.164,-0.982,-0.183,-0.122,-0.244,0.997,-0.01,1773811384297
0.057,0.164,-0.982,-0.122,-0.122,-0.305,0.997,0.01,1773811384323
0.057,0.163,-0.983,-0.122,-0.183,-0.305,0.998,0.01,1773811384354
0.057,0.165,-0.982,-0.122,-0.183,-0.244,0.997,0.01,1773811384417
0.057,0.164,-0.982,-0.122,-0.183,-0.244,0.997,-0.01,1773811384443
0.058,0.163,-0.983,-0.122,-0.183,-0.244,0.998,0.01,1773811384474
0.056,0.164,-0.983,-0.122,-0.183,-0.305,0.998,0.01,1773811384540
0.057,0.164,-0.983,-0.061,-0.122,-0.244,0.998,0.00,1773811384566
0.057,0.164,-0.981,-0.061,-0.183,-0.305,0.997,-0.01,1773811384594
0.057,0.163,-0.982,-0.061,-0.183,-0.244,0.997,-0.00,1773811384656
0.056,0.164,-0.982,-0.122,-0.122,-0.305,0.997,-0.01,1773811384683
0.058,0.164,-0.982,-0.183,-0.122,-0.305,0.997,-0.00,1773811384714
0.057,0.164,-0.982,-0.122,-0.122,-0.244,0.997,-0.01,1773811384782
0.056,0.164,-0.982,-0.122,-0.183,-0.183,0.997,0.01,1773811384804
0.057,0.165,-0.982,0.000,-0.183,-0.305,0.997,-0.00,1773811384833
0.057,0.164,-0.982,-0.061,-0.183,-0.244,0.997,-0.00,1773811384897
0.057,0.165,-0.981,-0.183,-0.183,-0.244,0.997,-0.01,1773811384923
0.057,0.164,-0.982,-0.122,-0.122,-0.305,0.997,0.00,1773811384954
0.057,0.164,-0.982,-0.122,-0.183,-0.244,0.998,0.00,1773811385018
0.058,0.163,-0.982,-0.122,-0.061,-0.366,0.997,-0.00,1773811385044
0.056,0.165,-0.982,-0.122,-0.183,-0.244,0.997,0.00,1773811385074
0.057,0.164,-0.983,-0.061,-0.122,-0.305,0.998,0.01,1773811385137
0.057,0.164,-0.981,-0.061,-0.183,-0.183,0.996,-0.01,1773811385164
0.056,0.164,-0.982,-0.122,-0.122,-0.244,0.998,0.00,1773811385196
0.057,0.165,-0.982,-0.122,-0.122,-0.244,0.997,0.00,1773811385257
0.057,0.163,-0.982,-0.122,-0.183,-0.244,0.998,0.00,1773811385283
0.057,0.165,-0.982,-0.122,-0.244,-0.244,0.998,-0.00,1773811385313
0.057,0.164,-0.981,-0.061,-0.061,-0.244,0.997,0.00,1773811385375
0.057,0.164,-0.981,-0.122,-0.183,-0.244,0.996,-0.01,1773811385403
0.056,0.164,-0.982,-0.122,-0.122,-0.305,0.997,0.00,1773811385433
0.057,0.164,-0.983,-0.122,-0.122,-0.305,0.998,0.00,1773811385494
0.056,0.164,-0.981,-0.061,-0.122,-0.183,0.996,-0.02,1773811385523
0.057,0.164,-0.982,-0.061,-0.183,-0.305,0.997,0.00,1773811385553
0.056,0.163,-0.983,-0.061,-0.183,-0.183,0.998,0.02,1773811385617
0.056,0.164,-0.981,-0.061,-0.244,-0.183,0.997,-0.01,1773811385645
0.058,0.164,-0.982,0.000,-0.183,-0.305,0.997,-0.01,1773811385676
0.057,0.163,-0.982,-0.122,-0.183,-0.244,0.997,0.01,1773811385738
0.056,0.163,-0.980,-0.122,-0.183,-0.183,0.996,-0.01,1773811385764
0.056,0.165,-0.983,-0.122,-0.183,-0.305,0.998,-0.00,1773811385795
0.057,0.164,-0.982,-0.122,-0.183,-0.183,0.997,0.01,1773811385857
0.057,0.164,-0.982,-0.122,-0.122,-0.244,0.997,-0.00,1773811385885
0.056,0.164,-0.982,-0.061,-0.183,-0.183,0.998,0.01,1773811385914
0.057,0.164,-0.982,-0.122,-0.122,-0.244,0.997,0.01,1773811385977
0.057,0.164,-0.982,0.000,-0.122,-0.305,0.997,-0.01,1773811386005
0.057,0.164,-0.984,-0.061,-0.122,-0.244,0.999,0.01,1773811386045
0.056,0.163,-0.982,-0.122,-0.122,-0.244,0.997,-0.00,1773811386094